	Microglia	Complement_Immunosuppressive	Neutrophil	Scavenger_Immunosuppressive	G2_M	IFN_Response	IL1B_CD83_TNF_Inflammatory	cDC	G1_S	Hypoxia	Inflammatory_microglia	HS_UPR	Macrophage	Monocyte
DNAJB4	4.55627E-05	0.000291616	0	0.000128731	3.90205E-05	0.000142914	0.000662876	0	1.57407E-06	0.000297998	0.000786911	0.008839018	1.84784E-05	4.14325E-05
DNAJB9	0.00025906	0.000622682	0.000573965	1.71354E-05	1.13059E-05	0.000402244	0.000396357	0.00150943	3.85664E-05	0.001986847	0.00065073	0.000960398	0.000989276	0.000376512
DNAJC5B	3.81569E-06	0.000132961	5.21558E-06	0	0	0	0	0.000409899	7.86451E-05	0.000524411	1.50444E-05	0	0.001619702	0
DNAJC9	0.000260468	0.000403076	0	0.000288861	0.000688791	0.000162357	1.78363E-05	0.00028031	0.004478764	0.000259435	0.000259329	0.000201441	0.000318418	0.000108548
DNASE1L3	0	0	0	0	0	0	0	0.00307188	9.89096E-06	0	7.60714E-05	0	0.000265369	0
DNASE2	0.002136665	0.001890446	0	0	8.79762E-05	0.0004624	8.91439E-05	0	4.68191E-05	8.0164E-05	0.000738699	3.07713E-05	0.002872797	9.11184E-05
DNASE2B	6.78243E-05	8.24558E-06	0	0	0	1.66207E-05	2.83471E-05	2.81802E-05	0	0	0.00028702	0.00011934	0.001526317	0
DNMT1	0.000469047	0.000833799	0	0.000554577	0.000384376	0.000561834	0.000326543	0.000515276	0.004497952	2.18981E-06	0.000516856	0.00034533	0.000436651	0.000282247
DOK2	0	0.000335441	0	0.001020368	5.34952E-05	2.1004E-05	5.37794E-05	0.000951243	0	0.000156515	0	0.00192805	0.00102518	0.002136476
DOK5	0.000172361	0.00040682	0	0.000319973	8.51759E-05	0.000229221	8.68138E-05	0.000239581	6.77861E-05	0.000373957	6.92417E-05	0.000188017	0	9.88042E-05
DPEP3	0.000984534	7.8947E-05	0.000421083	7.34432E-05	0	0	0	0	0	3.73185E-05	3.49526E-05	0	3.55741E-05	0
DPP4	0.000262201	0	0	0.000593828	0	0	0	0.001089721	6.22776E-05	0.001176951	0.000111393	0	0.000472847	0
DPYSL3	0.000105706	0.000212554	8.95591E-06	0.000233119	4.82362E-05	0.00044197	0.000334844	3.42475E-05	0.000180372	0.000817296	0.000356601	0.0001637	0.000120515	0.000217173
DRAM1	0	0.001064928	4.18225E-05	0.001402939	0.000114257	0.000565828	0.000604246	0.000176426	0.000400388	0.000479943	3.32274E-05	0.000111814	0.00089613	0.000500088
DSE	0.000295408	0.002588002	0	0.001985985	0.000391032	0.000435717	0.001453512	0.000686932	0.000302473	0.000554812	0.000125659	0.000803411	2.98357E-06	0.001799083
DST	0.001571687	0.001988318	0	0.000992154	0.000317743	0.000369621	0.000747435	0.000564664	0.000308138	0.00032303	0.001383161	0.000441296	0.000982179	5.14162E-05
DTL	0	0	0	3.87336E-05	0	0	0	6.68262E-05	0.005981069	8.5435E-06	0	5.71308E-05	0	6.20001E-06
DTYMK	0.000424183	0.000364246	0	0.00023276	0.003583702	6.90226E-05	0.000125368	9.1598E-05	0.002660673	3.08759E-05	0.000158532	0	0.000572565	0.000122518
DUSP16	0.000362659	0.000379338	0.000164251	0.000286415	2.94652E-05	2.8151E-06	0.000401879	0.000114598	0	0.00027417	0.001344309	0.00053211	0.000340547	0.000233484
DUSP2	0	4.88573E-05	0	0	0	0	0.003614297	0.001541657	0.000115193	0	0.000110451	0.001222632	0.000310184	0.000133974
DUSP4	0.00030595	0.000112848	0	0.000971625	0	8.3771E-05	0.000976704	0.003225435	0	0.000978494	0.000105734	0	0	0.000344207
DUSP5	0	0	0	0	0	0.000198908	0.000917472	0.003176804	0	0.000328909	0.000444169	0.000528945	0	0.000462629
DUSP6	0.000486578	0.000797397	0	0.001071862	9.59648E-05	0	0.001217522	3.91906E-05	2.02781E-05	0.000576438	0.001923939	0	1.26055E-05	0.001125139
DUT	0.000696846	0.00047847	0	2.1388E-05	2.59337E-05	0.000344524	0.000143811	0.000561647	0.005634358	6.10909E-05	0.000886451	0.000291825	0.000404748	0.000254398
DYRK3	0	7.57305E-06	0	0.000341844	0	4.52842E-05	0.000411472	0.000375468	1.49971E-05	0.000183172	2.70712E-05	0.000147793	0.000436466	0.000242363
DYSF	0.00015772	2.60918E-05	0.004021511	0.000631509	0	0.000100764	3.2868E-06	0.000807827	0	0.000389443	0	0	0.000778875	0.000794016
E2F1	3.59381E-05	7.7511E-05	0	6.18971E-05	0	1.41187E-05	0	0	0.005397031	0	4.43931E-05	0	2.40564E-05	0
E2F2	0	0	0	0.000280482	8.02287E-05	0	0	0	0.004484822	0	0	0	0	2.03118E-05
E2F7	0	0	0	0	0.000490594	0	0.000145022	3.68987E-05	0.003317263	5.3214E-05	0	4.47387E-05	0	0
E2F8	0	0	0	0	0.001680223	0	0	2.25306E-05	0.003651064	0	0	0	0	0
EAF1	0.000408188	0.000448907	0.000223663	0.000707011	0.000125456	0.000265486	0.000597586	7.1884E-05	0.000163425	0.001561574	0.000431159	0.000682805	0.000313248	0.001454429
EBI3	0.001013131	0.001024285	0	0	0	0.001397765	0.000433045	0.000517966	6.73079E-06	0	0.001655738	3.49061E-05	0	0
ECE1	0	2.85287E-05	0.003753108	9.19892E-06	0	6.86084E-05	5.14509E-06	0.001047436	5.68674E-06	0	0	0.000182929	0	0.001819117
ECM1	0	0	0	0.003524758	0.000227456	0	0	0	0.000218201	0.000168217	0	7.36018E-05	7.00132E-05	7.86192E-05
ECT2	7.96573E-05	0.000378294	0	0.000351044	0.004302064	7.11505E-05	6.98063E-05	4.07614E-05	0.000917892	4.34741E-05	0.000221104	0.000117598	0.00013272	0.000190655
EDN1	0.000418797	0	8.85983E-05	0	0	0.000291979	0.000140872	0	0	3.236E-05	0.000792066	0	0	0
EDNRB	0.000520013	0.000743774	0	0.001855407	6.57533E-05	0	7.84918E-05	0	0.000476647	0.000677273	1.53683E-05	0.000111573	0.000753782	0.000888345
EFNB2	0.000539296	0	1.5654E-05	0	7.74823E-06	0.000148517	0.000258943	9.93905E-06	0	0	0.001011784	0.000228939	0	3.01524E-06
EGFL7	0.000513829	8.69943E-05	0	0.000887734	0	0	5.50209E-05	0	6.20109E-05	0.00016208	0.001167426	0	0.000219781	0.000103611
EGFR	0.00038652	0	1.15901E-06	0	1.38544E-05	0.00031296	9.08952E-05	0	0.00013041	0.000545296	0.000312358	4.96317E-05	1.10712E-05	0.000274867
EGLN3	1.69129E-06	4.34667E-06	0	7.57116E-05	0	0	8.81313E-05	0.002287447	0.000101388	0.002960454	0	0.000212112	0	5.36131E-05
EGR1	0.000447063	0.000717047	0.000251539	0.000619335	0.000100709	0	0.002707419	0.000116466	6.19357E-06	0.000128875	0.002226593	0.003550451	0.000190167	0.000107638
EGR2	0.000563284	0.000504007	0	6.58741E-05	3.48329E-05	0	0.003138718	0.000209251	0	0	0.00152156	0.000707011	5.39953E-05	0
EGR3	0.0011826	0.000268693	7.54138E-05	0	0	0	0.003212096	7.52322E-05	0	0	0.001793491	0.000354329	0	1.21993E-05
EGR4	4.85701E-05	0	0	2.51634E-05	5.34523E-05	1.56734E-05	0.00056594	0.00017046	0.000113816	4.09853E-05	3.59392E-05	5.85236E-05	0	0
EHD1	6.35317E-06	0.000239321	0.002084719	0.000149022	7.99107E-06	0.000291926	0.001053314	0.000442212	0	5.27616E-05	2.27521E-05	7.95711E-05	9.05114E-05	0.001919877
EIF4A3	0.000840243	0.000706011	0.00031902	0.00020287	0.000195989	0.000352586	0.001087962	0.000499794	0.000617798	9.08861E-05	0.001126344	0.00215838	0.001225302	0.000584941
EIF4E	0.00058779	0.000351189	0	0.000315828	0.000294036	0.000224018	0.00217443	0.000274897	0.000382379	0.000449314	0.00023966	0.000177512	0.00021046	0.000355473
EIF4E3	0	6.03033E-05	0.002510514	0.000453753	4.47851E-05	0.00041	1.80682E-05	0.000188333	0.000108767	1.77749E-05	0	0	0.000470035	0.001548777
EIF4EBP1	0.000635749	0.000751387	0	0.000216859	0	8.84826E-05	0.000100424	0.000313977	0.001615865	0.003249751	0.000280788	0.000479052	0.001132646	0.000507423
ELL2	0.000939007	0.001393221	0.000868831	0.000928506	0	0.000377686	0.002970487	0	5.89604E-06	0.000966199	0.001040928	0.000103854	0.0004254	0.000601552
ELMSAN1	0.000640647	0.000616173	0.000187655	0.00044434	0.000389497	0.000125339	0.001295624	0.000976343	1.14338E-05	0.000151729	0.001021208	0.000630015	0.000683568	0.000475078
EMB	0.000566742	0.002632623	0.000773292	0.001279525	0.000449087	0.000210233	0.000426355	0.000140786	0.000710859	0	0.000761994	0.000116007	0	0.00036382
EMILIN2	0	0.00097919	0	0.002332007	0.000162269	0.000274149	0.00033753	0.000509803	0	0.000463751	2.74066E-05	4.12874E-05	0.001432723	0.002004162
EML2-AS1	0.000125675	2.25744E-05	0	0	0	6.24517E-05	4.0007E-05	4.87732E-05	0	0.00092209	8.08531E-05	0.000567645	0.000107376	7.58235E-06
EMP1	0	9.57392E-07	0	0.001537652	0	0	0.000564133	0	0	0.001455644	2.45436E-05	0	0.000630236	0.000619592
EMP2	8.08489E-05	0.001035493	0	0.000394247	1.34391E-05	0.000168343	0.000328359	0.000224852	0.000999746	0.000402436	0.000495323	0.000486046	0.000156129	4.7227E-06
EMP3	0	0.000121819	0.00016435	0.001084909	0.000390315	0.000319144	0.000618589	0.000444431	1.79177E-05	0.001257178	0	0	0.001144535	0.001780155
ENC1	0.000675719	9.24214E-05	5.99692E-05	0.000953411	0.000605739	0	0.000178996	8.57937E-05	2.29785E-05	5.09305E-06	0.000279762	0.000633588	0.000401987	0.000604029
ENDOD1	0.000311623	0.000385333	0	0.000332359	0	0.002202635	0.000349615	0.000339402	0.001048531	0.000187621	0.000250155	1.51162E-05	0.00028234	4.97089E-05
ENG	0.001185788	0.001787836	0	0.003554737	0	0	0.000612006	4.70179E-05	2.74563E-05	0.000147875	0.000162293	0.000208694	0.00025424	0.001036085
ENHO	3.69317E-05	0.000138921	2.85656E-05	0	0	0.000156655	0	0.001340901	3.26783E-05	0	0.000268076	6.6323E-05	1.79292E-05	8.82435E-05
ENO1	0.000433939	0.000700297	0	0.00134662	0.000659131	0.000139511	0.000361157	0.000703011	0.001379116	0.004858833	9.81925E-05	0.00040156	0.000605951	0.00110833
ENO2	0	0	0	0	6.18545E-05	2.78028E-05	0	1.58554E-06	1.66704E-05	0.006273572	6.22689E-05	0	0	0
ENOX2	0.000682985	0.001435831	0	0.001093817	0.000368276	0.000319936	0.000103315	7.45601E-05	0.000213112	0	0.000529737	0.000231164	0.000114931	0.000264086
ENPP1	0.001212715	0	0	0	0	0.000537771	0.000181825	0.001232725	3.98852E-05	0	0.000154188	0	0	0
ENPP2	0.000172259	0.001103175	0	0.000888267	2.17655E-05	0	9.17218E-05	0.001301886	0	0	0.000248988	6.13599E-05	0.00021905	0.000133777
EPAS1	6.56452E-05	0.000411903	5.13479E-05	0.001977038	0	0	1.15583E-05	0	3.02389E-05	0.000692568	0	6.4839E-07	0.002404805	0.000185489
EPHX1	0.000749324	0.001583795	0	0.000709183	5.29625E-05	0.000197171	5.1973E-05	1.20489E-05	6.14854E-05	0	0.000538561	6.04115E-05	0.00108983	0
EPSTI1	0.000263857	0.000410199	0	0.000291064	0.000445372	0.010609686	0.000217042	0.000378261	8.30883E-05	0.000126844	0.000671853	0.000163123	0.000399027	7.94825E-05
ERAP2	0.000333697	0.001161361	0	0.001325601	0.000634135	0.00128185	8.7949E-05	0.00130063	0.00037802	0.000140915	0.000703439	0.000354622	0.000159046	0.000612381
ERC2	0.001103615	0.00130011	0	0.000136188	0.000267649	7.46237E-05	0.000225566	0.000105752	3.99563E-05	1.13823E-05	0.000107712	0.000125463	0	0
EREG	0	0	0	6.6683E-05	3.57145E-05	0	0.00148269	0.000306181	2.78586E-06	7.52971E-06	0	9.65724E-05	0	0.002531478
ERO1A	0.000250906	0.00037736	0.000402287	0.000356583	7.16024E-05	0.000325281	3.80199E-05	0.000234355	0.000348926	0.006925753	0.000230143	0.000156548	0.000149089	0.00066966
ERO1B	7.18372E-05	0.000138002	0.000107822	0.000179345	3.35082E-05	0.000184479	0.00100919	0.000110744	4.60767E-06	0.000236915	0.000444778	0.001008082	2.8694E-05	0.000206871
ERRFI1	3.25226E-06	0.000323635	0	0.002139982	1.64821E-06	0	0.000239337	0	0	0.000786885	5.36958E-05	0.000860226	0	0.000521781
ESCO2	0	0	0	0	0.001589906	0	0	6.73401E-05	0.005358825	0	0	0	0	0
ETS1	0.000722502	0.000393528	0.00019205	0.000938083	0.000102938	0.000723512	1.87437E-05	0.000308727	0.000517524	9.17963E-05	0.000610504	0.000277027	2.56893E-05	7.26523E-05
ETV3	0.000253423	0.000546353	0.000134945	0.000280805	0.00013271	9.37611E-05	0.001740287	0.001618895	3.66482E-05	0.000277198	0.000326676	0.000395234	0.000221551	0.000501888
EZH2	2.87958E-05	4.15105E-05	0	9.05732E-05	0.001426466	0.000494783	0.00020792	0.00063334	0.003489505	2.64661E-05	0.000205076	0.00073733	0.000113377	0.000227423
EZR	0.000395842	0.000344936	0.000113756	0.001004004	0.000923582	0.000450373	0.001598388	0.001636629	0.000716588	0.000615934	0.000940322	0.000844767	0.000704512	0.000712081
F13A1	0.000121457	0.002678845	0	0.003275386	3.66086E-05	0	0.000491266	4.28611E-05	9.75726E-05	2.24947E-05	0.000157846	0.000402792	0	0.000100072
F3	2.94051E-05	5.83997E-05	0	0.000270414	7.21736E-05	0.000509508	0.000823543	4.54177E-05	8.82872E-05	8.32719E-05	1.40645E-05	0.000149989	0.000103857	0.000214675
F5	0	0	0.003464088	0	2.29781E-05	0	0	0	0	0	2.68071E-06	0	0	0.001689836
FABP3	0.00072011	0	0	0	0	0.000240495	0	0	0	0.001490775	1.2925E-05	0	0.002305839	0
FABP4	0	0	0	0	0	0	0	0	0	0.00018129	0	1.07783E-05	0.000100744	0.00030871
FABP5	0.000353523	0	0	0.000506036	0	0.000147324	0.000165661	9.90756E-05	0.000488437	0.001489661	0	0	0.002648017	0.000310031
FABP7	0.00018122	0.00067217	0.000112946	1.11258E-05	0.000175374	0.000199865	5.68689E-05	1.96315E-05	0.000378858	0.000274071	0.000178327	7.03103E-06	1.4929E-05	0.000277982
FADS1	0.000262723	0.000360076	0	0.000811005	0.000416799	0	0.000648765	0.000177272	0.003193376	0.000270265	0.000688822	3.28036E-05	3.50894E-05	0.000277334
FAH	0.0011863	0.000431934	0	0.000885553	2.63563E-05	0.000174269	0.000259897	8.86667E-05	0.000292499	0.000313961	8.5792E-05	0.00023919	0.002374769	6.59392E-05
FAM107A	5.84686E-05	0.000189308	2.21612E-05	7.95185E-05	4.12063E-05	0.000680753	5.47952E-05	9.61264E-06	1.52033E-05	2.24942E-06	0.000600889	7.90891E-05	0.000167842	3.20398E-05
FAM107B	0.000458894	0.000449588	0.001033344	0.000722696	0.000234294	0	0.000879021	0.000661774	0.00026578	0.001570803	6.29965E-05	0.000648292	0.000676822	0.00160287
FAM111A	0.000553904	0.000577013	0.000282481	0.000529336	0.001975295	0.001046648	0.000209202	0.000251233	0.003240175	0	0.001148684	0.000461496	9.9598E-05	0.000636231
FAM111B	0	0	0	0	0	0	0	0	0.00713759	0	0	0	0	0
FAM118A	0.001717258	0.000152802	9.72759E-05	0.000232694	7.80252E-05	0	0.000805715	0.000554337	3.51081E-05	7.70128E-05	0.00092885	0.000805658	4.64767E-05	0.000242541
FAM135B	0	0	0	0.00085002	0	1.61073E-05	7.57199E-05	0	0.00029949	1.94442E-05	0	0	0.000101651	0
FAM149A	0.001713469	2.7495E-06	0	0	0	0.000678879	2.22453E-05	0.000130995	1.1199E-05	0	0.001856836	8.07522E-05	9.92146E-05	0
FAM162A	0.000849954	0.000384076	0	0.00013356	0.000127784	0.00013136	0.000183084	0.000674126	0.000203509	0.004826314	0.000362392	0.000409572	0.000397513	0.000166455
FAM177B	0.00025291	0.001360954	1.60829E-05	0	5.56173E-05	0.000141301	9.60523E-06	0.000309768	1.13266E-05	0	0.00069099	0.000223285	0	0
FAM20A	0.000679715	0.002419912	0	0.001030536	7.58456E-05	0.000328857	0.000350761	6.60733E-05	0	0.000385656	5.39356E-05	0.000218483	0.000337113	0.000281076
FAM20C	0.000999017	0.001237452	0	0.001025143	0.000104222	7.40371E-05	0.000271911	1.87285E-05	2.00526E-05	0.001031783	8.50485E-05	0	0.002022514	0.000401229
FAM210A	0.000350771	0.000546411	0	0.00016945	0.000149905	0.000245974	0.000597466	0.000276327	0.000464754	0.001929405	0.000499704	0.001340421	0.000426419	0.00047222
FAM241A	2.22865E-06	0.000106806	0.00015333	0.000163427	1.74202E-05	0.000419139	0.000251692	0.000592424	0.000301468	0	0.000269443	0.000621558	0.000187001	0.000829972
FAM43A	0	0.000176904	1.68827E-05	5.43865E-05	1.28453E-05	1.83194E-05	0.000374016	0.000532865	1.1467E-05	0.00017861	0.000220711	0.001791976	9.15882E-06	0.000263522
FAM53C	0.00039088	0.000976733	0.001205882	0.000370119	0.000208994	0	0.002111726	0.000526412	2.87156E-05	0.000265076	0.001091569	0.00036076	0.00010523	0.000203573
FAM71A	7.78778E-06	0.000544563	0	4.71639E-05	4.94785E-05	8.63972E-06	0.000478994	3.71238E-05	0.000128075	0	0.000749633	0.001057356	4.25915E-05	0
FANCI	4.55673E-05	9.50221E-05	0	0.000160088	0.001508247	4.60046E-05	7.36019E-05	3.43455E-05	0.004955717	1.56824E-05	6.76798E-05	0.000106345	0	2.81333E-05
FBLN5	0	0.000824564	0	0.001641522	1.31773E-05	0	0	0	1.5689E-05	0	0	0	0.000752791	0
FBN2	0.000123152	7.69356E-05	0.000117844	0.001147969	0.000142055	0	0.000422135	0	0.000522346	0	5.63767E-05	3.84158E-05	6.83645E-05	0.00058861
FBP1	0.000510075	0.000302389	0	0.000310255	0.000132781	0	8.80556E-05	0.000201559	0.000173579	0.000840894	2.84277E-05	5.94892E-05	0.001280911	0.00150414
FBXO27	0.000441715	2.61538E-05	0	0	0	0	0	0.003004944	9.7542E-06	0	0.000198828	0	0	0
FBXO32	0.000290583	0.000215955	4.50605E-05	0.000276407	5.87892E-06	2.98693E-05	0.000143348	6.65826E-05	7.50886E-06	0.000587297	0.00067228	0.000491914	0.000287708	5.11258E-05
FBXO5	8.09784E-05	0.000155506	0	7.81095E-05	0.001796777	0.000305515	7.32703E-05	9.72474E-05	0.002324856	3.93273E-05	0.000219426	1.21349E-05	0.0002429	0.000143973
FCAR	0.000337546	7.18148E-05	0.003299064	0.000342582	0	1.69481E-06	0.000744178	0	0	9.74433E-05	0.000452397	0.000136578	0	0.000770559
FCER1A	0	0	0	0	3.79674E-05	0	0.000121565	0.004759408	6.38419E-06	0	5.1889E-05	0.000246	0	5.63506E-05
FCER1G	0.001896808	0.002777892	0.000600591	0.001154964	4.91335E-05	0.000802698	0.000831569	5.83846E-05	0	0.000843368	0.000372189	0.000157839	0.001336191	0.001069769
FCGBP	0.001154197	0.001767923	0	0.001627701	3.63032E-05	0	0.000880848	0	0.000235851	0.000229147	1.44577E-05	0	0	0
FCGR1A	0.003075452	0.00236169	0	0.000412551	0.000134221	0.000500376	0.000788647	0	5.44905E-05	0	0.001673432	5.40196E-05	0.000102475	0.000120273
FCGR2B	0	0.001296721	0	0.00129665	3.6827E-05	0.000568106	0.000544934	0.001056637	0.000121664	0.003160003	0	0.000179132	0.000363074	0.000307668
FCGR3A	0.002449396	0.003910175	0.000413295	0.001346926	0	0.001076088	0.00058411	0	0	0.00047879	0.000557305	0.0004325	0	0.000459545
FCGR3B	0.000126944	0.000251024	0.006983043	0.000192892	0	0.000188005	2.27788E-05	2.44792E-05	1.25158E-05	6.22835E-05	3.68837E-05	0.000271292	0	0.000184072
FCGRT	0.001618381	0.00218056	0.000400489	0.001981041	6.63295E-05	0.000257353	0.000511016	2.74867E-05	0.000145923	0	0.000898446	0.000127582	0.00246798	0.000301038
FCHO2	1.75362E-05	0.002160803	0.000304758	0.001524732	2.98311E-05	0	0.000151026	2.15526E-05	7.68986E-05	0.000222079	0.000479441	0.000121763	0.002109409	0.000191293
FCMR	0.000232052	0	0.00017588	0	2.47336E-05	0	0	0.000385027	0	0	0.001025202	0.000209359	0.000541276	9.90857E-05
FCN1	0	0	0.000887125	0	3.32437E-05	0	0	0.000210903	0	0	0	0	0	0.005017795
FDX1	0.000791394	0.000724636	0	7.1525E-05	0.00024508	0.000185695	0.000293236	0.000451176	0.000621349	0.000794102	0.000675176	0.000140685	0.001429454	0.000424851
FEN1	0.000109674	0.000116567	0	6.55946E-06	8.76121E-05	6.6567E-05	0	5.13298E-05	0.006133607	0.000173038	8.5647E-05	0	0.000138438	0.000101346
FFAR2	8.2645E-05	3.66102E-05	0.00260857	3.45671E-05	0	0.000402532	0.000326644	0	4.01412E-05	0	0.000176962	0	0	0.001008546
FFAR3	0.000167326	8.05694E-05	4.0195E-06	4.85463E-07	0	0.00019859	0.000422126	0	6.56098E-06	4.75904E-05	0.000265084	0.000486023	0	0.000285707
FGD5	0.000125993	0.000205545	0	0.002161331	0	0	5.52723E-05	7.01114E-06	7.47994E-05	6.47198E-05	0	8.61473E-05	0.000131432	0.000310385
FGL1	0.000983726	1.51639E-05	0	1.96858E-05	2.75674E-05	0	2.97919E-05	0	0	0	0.000182765	0.000240728	0	0
FGR	0.000170493	0.000307835	0.002777934	7.26052E-05	5.33248E-06	0.00034731	0.000303839	0.00102482	0	0.000815609	9.22282E-05	0	0.000869518	0.003096684
FILIP1L	4.29717E-05	0.000623672	0	0.001088383	0	2.25072E-06	0.002107737	0.000882237	5.39166E-05	0.000126288	0.000760959	0	0	0
FJX1	0.000106209	6.80417E-05	0	0.000861688	0	0.000121335	0.000275307	0.000226763	9.61934E-05	0	7.88658E-05	0	0.000119705	0.000123076
FKBP4	0.00023918	0.000366393	0	0.000455787	7.54214E-05	1.73872E-05	0.000251526	0.000248873	0.000623897	0.001010225	0.000186261	0.007717114	0.000517993	0.000376648
FLNA	0	0	0.000740038	0.001212159	0	4.81445E-06	0.0003086	0.000933322	2.18197E-05	0.001046638	0	0	0.000954768	0.003098803
FLNB	3.57085E-06	0	0	0.000645188	0.000291198	0.000150831	3.79844E-05	0.000787424	8.12765E-05	0.002923036	1.83431E-05	0	0.000109559	0.001308665
FLT1	0.000233125	1.60732E-05	3.59768E-05	2.28565E-06	0	0	0.00105972	0.000286161	0	0.001345207	0	0	0	0.000554115
FLT3	0	0	8.86999E-05	0.000142125	0	0	0	0.004713313	2.6686E-05	0	9.07752E-07	7.17608E-05	0	0.000798098
FMN1	0.000404434	0.001291246	0	0.001651693	0.00027699	0.00053534	0.000489753	0.000286693	0.000217827	1.0167E-05	0.001329388	0.000291294	0.001004724	0.00065425
FN1	0	0	0	0.001756751	0	0	7.23936E-05	0	0.000279396	0.000618773	0	4.88427E-05	0	0.001611373
FN3K	0.000420777	0.000131518	0	4.80826E-06	0	0.00019336	2.21963E-05	7.84759E-05	8.72663E-05	0.000156155	0.000725016	6.01364E-05	0.000132066	6.35264E-06
FNDC3B	0.000408287	0.000567876	0.000734512	0.003405022	0.000186311	0.000384608	0.00034999	0	0.000370631	0.001332446	0.000106116	0.000534179	0.000452258	0.001807318
FNIP2	0.000643242	0.000115514	0	0.000278893	1.24159E-05	0.000540107	0.000613329	0.00125344	0.000150159	0.00197127	0.001056367	0.0005674	0.002203429	0.000518578
FOLR2	0.001333341	0.002251622	0	0.000966931	0	0.000306546	0.00010771	0	1.70427E-06	0	0.002599805	0.000311306	0.000562475	0
FOLR3	0	0	0.00107784	0	4.77567E-05	0	0	1.02574E-05	0	0	0	0	3.69536E-05	0.001531626
FOSB	0.000483766	0.001349054	0.000256949	0.000485228	0.000440995	0	0.003009961	0.000382847	4.31241E-05	0	0.001194683	0.002152449	0.000480826	0.000552816
FOSL2	2.92213E-05	0.000907699	0.001919482	0.000783455	3.62662E-05	5.22473E-05	0.002034629	0.001053875	0	0.001377751	0.000240489	0.000333564	8.7818E-05	0.001999041
FOXM1	0	0	0	0.000211803	0.004455803	6.38974E-05	0	8.75404E-05	0.002658647	0	0	5.54642E-05	2.60102E-05	0
FP700111.1	0.000245196	1.06011E-06	0	1.40533E-05	0	1.98532E-05	0.000281888	2.54699E-06	2.77787E-05	2.46386E-05	0.001150742	0.000201579	0	0
FPR2	3.09206E-05	0.000403577	0.004608232	0.00028945	5.11554E-05	0.000296341	9.73514E-05	0	0	3.8542E-05	0	0	0	0.002111564
FPR3	0.000224687	0.001119854	0	0.00253263	0	0.001277109	0.00038222	0.000306127	2.69096E-05	0	0.000158183	0	0.001721732	0.000998256
FRY	0	0	0.002438604	0.000166678	7.80915E-05	0	3.81922E-05	0.001765117	3.63976E-05	5.37396E-06	6.64936E-05	8.66376E-05	0.000129936	0.000711178
FSCN1	0.002626447	0.000820452	0	0.000931433	0	4.05035E-05	0.000830139	0.000288553	0.000286454	2.01987E-05	0.001148983	0.000474379	0	0
FSIP2	1.67036E-05	0.000113887	4.75576E-05	0.000542672	4.21259E-05	0	9.33764E-05	1.45647E-05	2.97985E-05	8.71881E-05	0.00010979	0.000105645	2.1335E-05	1.76881E-05
FTH1	0.000761746	0.000933389	0.002390051	0.000298635	1.42954E-06	0.000513941	0.001915183	0.000404323	0	0.004257281	0.000627382	1.52327E-05	0.002015717	0.001606299
FTL	0.001474355	0.000296039	0.000367808	0.001567456	6.8976E-06	0.000246358	0.000137701	0	5.15675E-05	0.001632454	0	0.000453164	0.005059066	0.000146653
FUCA1	0.00028096	0.001086899	0	0.000381701	0	2.05002E-05	0.000130185	0.000300007	0	0	0.000291213	0	0.00426451	5.95613E-05
