	NPC-like	AC-like	MES2	MES1	OPC-like
SNAP91	0.002756404	-0.000322729	-0.000505464	-0.000101412	0.002170949
SNCG	5.65E-05	0.001064676	-0.00021281	-8.35E-05	-4.96E-05
SNED1	-0.000182966	-0.0002618	-0.000145081	0.000898316	-0.000358824
SNORC	-1.68E-05	0.00087177	-0.00014911	-0.000132886	-1.79E-05
SNRPE	-0.000463956	-0.000738491	-0.000437449	0.000298389	-0.0007036
SNTG2-AS1	-1.92E-05	0.000477052	6.82E-05	-7.39E-05	4.21E-06
SNTN	4.06E-06	0.000112481	-3.28E-05	-2.88E-05	-3.02E-05
SNX10	-0.000347454	0.000255588	-0.000928139	0.003638315	-0.000722914
SNX22	0.002661261	-0.00041398	-0.000448831	-5.41E-05	0.001659006
SOCS2	-0.000604081	-0.000483472	-0.001160319	0.00217941	-0.001059572
SOCS2-AS1	-0.000347594	-0.000280127	-0.000865403	0.001368605	-0.00060494
SOCS3	-0.000383117	0.000853057	8.83E-05	0.002540116	-0.00069858
SOD2	-0.000361383	0.000687042	0.001379687	0.002523157	-0.000651375
SORL1	-0.000512057	0.000578057	-0.000754129	-0.000209589	-0.000696389
SOST	-3.55E-05	-0.000112104	0.000425341	-5.75E-05	-9.12E-05
SOX1	0.000806297	-1.60E-05	-3.65E-05	-8.13E-05	0.000299674
SOX10	-0.000247918	6.68E-06	-0.000127755	-3.54E-05	0.00176537
SOX11	0.003017554	-0.0007601	0.000616738	0.00024896	-0.000140879
SOX13	1.83E-05	-0.000539788	-0.000664278	-0.000175145	-0.000430671
SOX18	-1.95E-05	0.000263753	8.67E-05	-6.63E-05	0.000552668
SOX1-OT	0.00029518	-5.47E-05	0.000280957	-8.50E-05	4.24E-05
SOX4	0.004864108	-0.000582766	-0.000517507	-8.21E-05	0.001700137
SOX6	0.001586254	-0.000157124	-0.000456881	-5.22E-05	0.003614161
SOX8	0.001290448	-0.000777928	-0.000687037	-0.000153469	0.005494248
SP6	-0.000100424	0.000141578	0.00105529	0.000193514	-0.000153146
SPARCL1	-0.000709818	0.002445042	-0.000707918	0.001886611	-0.000874917
SPATA18	-0.000235219	-0.00016396	-0.000718817	0.00151118	-0.000386407
SPHK1	-0.000154424	0.000384018	0.000391617	0.001341606	-0.000328954
SPHKAP	-0.000203335	-0.00019791	-0.000172479	-8.10E-05	0.002653541
SPIB	4.43E-05	2.81E-05	-1.43E-05	2.74E-05	2.26E-05
SPINK1	-6.63E-05	-8.48E-05	0.001344262	-0.000135622	-8.00E-05
SPINK2	-5.63E-05	4.22E-05	0.000231198	-5.31E-06	-0.000111459
SPNS2	-6.08E-06	-0.000422761	0.001677695	-0.000266141	1.23E-05
SPOCD1	-0.000426719	-3.69E-05	-0.000218714	0.002236965	-0.00085984
SPOCK1	2.00E-05	-0.000142138	-0.000341262	0.000716905	-0.000228674
SPOCK2	-0.00024155	0.000703519	0.000343174	0.002745673	-0.000791945
SPON1	0.000687695	0.002100241	-0.000665546	-0.000333179	-0.000380368
SPON2	3.01E-05	-0.000116677	-5.29E-05	0.000520344	-0.000241875
SPP1	-0.000401904	-0.000221891	-0.000565564	0.001674819	-0.000701504
SPRED1	-0.000440083	-0.000961704	0.000100096	0.003151011	-0.000262144
SPRY2	-0.000213075	-0.000270165	-0.000402691	0.002471734	-0.000871988
SPRY4	-0.000296922	-0.000683177	-0.000584879	0.001883132	-0.000432484
SPSB1	-4.59E-05	1.01E-05	0.000162347	0.001149732	-0.00013205
SQSTM1	-0.000618713	0.000567055	0.002207663	0.001473722	-0.000737346
SRGAP3-AS4	-2.29E-05	2.68E-05	2.46E-05	-4.44E-06	4.67E-06
SRGN	0.000493631	0.000113528	0.000131135	0.000600573	-0.00025865
SRPX	-0.000408786	-0.001106918	-0.00065399	0.002267881	-0.000566802
SRPX2	-0.000416081	-9.22E-05	-8.73E-05	0.002648912	-0.000742424
SRXN1	-9.88E-06	-0.000161604	0.002019758	0.000593437	-0.00017531
SSPN	-0.00024372	0.00143717	-0.000896295	0.001837247	-0.000178314
SST	0.00069721	-6.67E-05	-1.64E-05	-2.32E-05	-0.00029539
SSTR2	0.001203407	0.000294286	-9.22E-05	-1.34E-06	0.000198434
ST18	0.001885673	-0.000160247	-0.000126588	-5.35E-05	-0.000790329
ST6GAL2	0.002039035	1.73E-05	-0.000638069	0.000361435	0.000247785
ST8SIA3	0.002783437	-0.000585756	-0.000558539	0.000172088	0.001997393
ST8SIA4	0.000255792	0.000101009	-0.000338495	0.000893387	-0.00061092
ST8SIA5	-7.15E-05	-0.000735343	-0.00078707	0.001438514	-0.000329332
ST8SIA6	9.40E-05	-2.37E-05	-5.81E-05	-1.91E-05	0.001078101
STAC2	-0.000185425	-1.13E-05	0.00206811	5.71E-05	-0.000473946
STAR	-3.78E-05	1.40E-05	0.000184066	1.58E-05	0.000273329
STAT1	0.000400819	0.000270518	-0.000778707	0.000323515	-0.000705281
STC1	-6.65E-05	-0.00052671	0.004187594	-0.000271548	-0.000285
STC2	-0.000187319	-0.000139683	0.003170715	-0.000396687	-0.000308112
STEAP1	-0.000199789	-0.000191064	-0.000277259	0.00076117	-0.000424371
STEAP2	-8.79E-05	-0.000476963	-0.000530849	0.00164813	-0.000430623
STEAP3	-0.00048464	0.000674593	0.000655057	0.001937202	-0.000909875
STEAP3-AS1	-6.05E-05	5.84E-05	0.00050873	-1.02E-06	-0.000124972
STEAP4	7.89E-05	-3.01E-05	0.000105131	4.97E-05	2.47E-05
STMN1	0.003835354	-0.000300728	-0.000385953	-0.0001076	0.00061437
STMN2	0.002036147	-0.000170765	-0.000150615	-3.63E-05	-0.000788268
STMN4	0.002844413	-0.000422447	-6.78E-05	-0.000222947	0.000787964
STOM	-0.000435267	0.001773873	-0.00026439	0.001369403	-0.000799581
STOML3	-1.31E-05	0.000379487	-6.72E-05	-6.47E-05	-7.75E-05
SULF1	-0.0002447	-0.000254523	-0.0011568	0.001167007	-0.000495307
SUSD5	-0.000672432	-9.95E-05	-0.0003046	-0.000102238	0.003461822
SV2B	0.000612738	-0.000286973	-0.000329712	0.000846728	-0.000268362
SVIL	-0.000230953	-0.000581418	-2.75E-05	0.001298049	-0.000439258
SYNDIG1L	0.000202739	-3.43E-05	0.000200327	-4.45E-05	-8.53E-05
SYNJ2	-0.00028133	-0.000350221	0.000547914	0.000632286	-0.000545544
SYNM	-0.000530078	0.00345789	-0.000779563	0.000563216	-0.001053871
SYNPO	-0.000405635	6.21E-05	0.001736903	0.000754106	-0.000754346
SYNPO2	-4.35E-05	0.001329971	-0.000300972	-0.000264557	-0.000241912
SYNPR	0.001586715	-0.000138692	-3.13E-05	-4.12E-05	-0.000503738
SYT1	0.002173718	-0.000220404	-0.000169374	-9.21E-05	-0.000715137
SYT13	0.003424032	-0.000229505	-0.000235062	-3.87E-05	-0.000827055
SYT16	0.003488599	-0.000111793	-0.000288759	-9.77E-05	-0.000364531
SYT2	0.00036467	-6.50E-05	-2.95E-05	-1.36E-05	-0.000154689
SYT4	0.001366672	-0.00018546	-0.000198799	-3.93E-05	-6.72E-05
SYT6	0.002021697	0.000193987	-0.000333534	-7.82E-05	0.000216049
TAC3	0.001013852	-6.84E-05	-1.28E-05	-4.94E-05	-0.000417824
TACR1	-0.000137989	0.000185735	-0.000232934	-0.000113408	0.000362504
TACSTD2	-1.62E-05	3.54E-05	-8.20E-05	8.87E-05	-6.11E-05
TAGLN	-0.000369135	0.003294495	0.000629758	2.49E-06	-0.000656655
TAP1	-0.000586865	6.76E-05	0.000106092	0.000412057	-0.000532803
TBR1	0.000446941	5.68E-05	-4.26E-05	-6.00E-07	-0.000183727
TBX21	0.000619605	-2.98E-05	-5.21E-05	5.44E-05	5.72E-05
TBX3	0.000220089	2.32E-05	-2.84E-05	-4.46E-05	0.000253726
TBX5	0.00010428	-0.000176499	-0.000417482	0.001332745	-8.58E-05
TBXT	-9.78E-06	-3.18E-05	6.56E-05	-7.15E-06	1.52E-05
TCF15	0.000422123	-6.18E-05	-9.07E-06	6.73E-07	0.0001239
TCHH	7.53E-05	-1.19E-05	-1.55E-05	-7.30E-06	-1.28E-05
TCIM	-0.000374046	0.000746684	0.001302932	0.001814469	-0.000739564
TDO2	-8.11E-05	0.000317354	0.000251397	0.000334497	-0.000159246
TECTB	-3.54E-05	9.63E-05	2.96E-05	2.20E-05	-8.03E-05
TENM2	0.00031974	-4.47E-06	0.000365011	-2.00E-05	-0.000160406
TENM3	-0.000182838	-0.00027799	-0.000648515	-0.00039577	-0.000384732
TENM4	2.68E-05	0.001434013	-0.000541683	0.00138974	-0.000757069
TENT5A	-0.000408619	-0.000396018	0.000458332	0.000713154	-0.000774669
TENT5B	-0.000195871	0.001806809	0.000186453	-5.84E-07	-0.000342095
TF	-0.000208657	0.001028632	0.000129148	-0.000260038	0.000548141
TFAP2C	-5.37E-05	2.80E-05	0.000342046	-1.24E-05	-9.42E-05
TFCP2L1	-0.000363177	-0.000325898	-0.000447766	-0.000318335	-0.000506601
TFPI	-0.000156003	-0.00010939	-0.000127322	-5.33E-05	-0.000377432
TFPI2	-8.29E-05	-0.000242892	0.002030833	-0.000202666	-0.000123982
TFRC	-0.000492038	-0.000438313	0.003148934	-0.000134759	-0.000670629
TGFA	-0.00010685	-0.00046448	0.000695389	-0.000105994	0.00022569
TGFB2	-0.00042377	0.002491562	-0.000961302	0.000244557	-0.000890194
TGFBI	-0.000264858	0.001030829	0.000969747	0.000482471	-0.000534421
TGM2	-0.000214324	-0.000446582	0.000972172	0.001762361	-0.000352328
THBD	2.72E-05	0.000119212	0.000154439	7.38E-05	-8.30E-05
THBS1	-0.000105601	0.000319874	0.000185934	0.001482643	-0.000339714
THBS2	2.85E-05	-0.000255585	-0.000440878	0.00110154	-0.00034406
THBS4	-0.000282691	5.84E-05	-0.000421189	3.50E-05	-0.000299827
THSD4	-5.30E-05	-0.000170523	-0.000526714	0.000887389	-9.73E-05
THSD7A	0.001900024	-9.59E-06	-0.000710938	0.00024202	0.000769865
THY1	0.001257627	-6.88E-06	-0.000712186	0.001241453	0.001246495
TIAM1	0.000677221	4.81E-05	-0.000445399	0.000291836	-0.000125528
TIGIT	-0.000129858	-0.000238213	-0.000550499	-0.000221766	-0.000286975
TIMP1	-0.000391709	-0.000496379	0.00066286	0.001598334	-0.000644145
TIMP3	-0.000315677	0.002514996	-0.000254281	-0.000622331	-0.000946506
TIMP4	-0.000377593	0.000563134	-0.000540663	0.00138683	-0.000108029
TIPARP	-0.000466935	0.001711743	0.000359695	0.000517884	-0.001035785
TJP2	-0.000252507	0.003421037	-0.000517743	0.000311893	-0.00040315
TKTL1	-2.75E-05	0.000372533	-9.86E-05	-4.28E-06	2.75E-05
TLR4	-0.000146374	0.001344626	-0.000512516	0.000567492	-0.000544972
TM4SF1	0.000916026	-0.000181398	0.000806906	-8.28E-05	-6.87E-05
TM7SF3	-0.000146457	-0.00025169	-0.000641648	0.002410975	0.000167553
TMEFF2	0.002988571	-0.000421121	-0.000426978	-0.000110681	0.002097351
TMEM100	5.49E-05	-7.40E-05	-0.000480964	-0.000150586	0.002523847
TMEM130	0.002384292	-0.000162806	-0.000217823	-7.05E-05	0.000130252
TMEM132B	0.000186453	-0.000447269	3.02E-05	0.000236143	0.000786675
TMEM132E	-0.00021944	0.002632688	-0.000339021	0.000403335	-0.000446486
TMEM158	-0.000267505	-0.000331338	0.003737849	0.000701237	-0.000622753
TMEM176A	-0.000310398	0.00044749	-0.000278443	0.002097653	-0.000587918
TMEM176B	-0.000366818	0.000610911	-0.000319408	0.002295868	-0.000716845
TMEM178A	0.000197788	0.000287622	-0.001077285	0.001782115	-0.000344182
TMEM204	-3.97E-05	1.82E-05	5.16E-05	-1.96E-05	-2.39E-06
TMEM233	0.000182726	-6.33E-05	0.000237623	-1.89E-05	-6.40E-05
TMEM97	-0.000454731	-0.000341666	-0.000104765	7.44E-05	0.002904905
TMIE	-0.000144565	0.002603067	-0.00039352	-0.000262554	-0.000346504
TMOD1	-5.77E-05	0.000284579	-0.000556087	0.000259439	-0.000503354
TMPRSS15	0.000184218	-3.18E-05	-2.60E-05	-6.92E-06	4.25E-05
TMPRSS9	-8.51E-06	-1.57E-05	7.42E-07	-1.48E-05	0.000247208
TMTC1	-0.000266392	-0.000262147	0.000188055	0.001691057	-0.000531154
TNC	-0.000604532	0.001353858	0.000839353	0.000895969	-0.001074818
TNFAIP2	-0.000171363	0.000396985	0.001526254	0.001044192	-0.000290755
TNFAIP3	-0.000125551	0.000170729	0.001426239	0.001555327	-0.000402311
TNFAIP6	-0.000230194	0.000163818	0.000834071	0.000973955	-0.000414103
TNFAIP8	-0.000103152	-6.70E-05	0.001373953	0.000589038	-0.00022263
TNFRSF10D	-0.000132678	-0.00044109	0.000129058	0.000753908	-0.000220071
TNFRSF11B	-0.000218151	-0.000325447	-0.000260501	0.000803381	-0.000366717
TNFRSF12A	-0.00040061	-0.000133402	0.002921746	0.000927935	-0.000687314
TNFRSF9	0.000128271	6.45E-06	0.000275455	1.65E-05	-0.000111268
TNFSF10	-0.000101462	0.000205637	6.93E-05	0.000375911	-0.00017641
TNFSF9	2.11E-06	-0.00018845	0.000289532	0.000427846	0.000555898
TNK2	0.001639654	-0.00058052	-0.000435076	8.41E-05	0.003770119
TNR	0.001685168	-0.000696562	-0.000711686	-0.000200813	0.005003935
TNS3	0.000837104	0.000683355	-0.000319914	-0.000183031	0.000991889
TNXB	-0.000236713	-7.72E-05	-0.000889063	0.002615773	-0.00050282
TOP2A	-5.61E-05	-0.000154681	-9.69E-05	-0.000116733	-7.99E-05
TOX3	0.001389908	-0.000495641	0.000240635	-0.000194231	0.001915502
TP53I3	-0.000283874	0.000102536	-0.000341704	0.000885702	-8.29E-05
TPBG	-9.19E-05	-0.000279692	-0.000251344	0.000287609	-0.000359305
TPD52L1	-2.44E-05	0.000350641	0.000782592	-4.09E-06	-0.000224274
TPM2	-0.000326746	0.000266949	0.00057503	0.001636324	-0.000214093
TPPP3	-0.00022321	0.001859531	0.00011587	-0.000218965	-3.34E-05
TPST1	-0.000315191	0.001526711	-0.000269784	0.002206567	-0.000659649
TRAF1	-5.60E-05	-4.48E-05	0.001267586	0.000275961	-0.000212518
TRAV21	4.57E-06	4.76E-05	-7.84E-05	8.17E-05	-2.21E-05
TRBC1	0.000116885	-9.54E-05	0.000125993	0.000450402	-0.000122254
TRBC2	0.000157535	-3.21E-05	-3.17E-05	0.000566896	-0.000191508
TRDC	-3.67E-05	-0.000282316	0.000258292	-1.04E-05	-0.00014784
TREM1	-0.000253614	-0.000235537	0.003361617	-0.000244307	-0.000405555
TRH	0.000728819	0.000268828	-5.11E-05	-4.06E-05	-0.000331198
TRIB1	-0.000277333	2.02E-05	0.000952023	0.001979324	-0.000768252
TRIB3	-0.000146682	-0.000506478	0.003263814	-0.000295894	-5.04E-05
TRIM22	-0.000406519	0.00014537	-0.000671184	0.00179429	-0.000716287
TRIM63	-1.95E-05	0.000115093	9.34E-05	-3.04E-05	-3.91E-05
TRIM64B	-1.05E-05	8.15E-05	0.00016739	-3.88E-05	-5.05E-06
TRPM3	-0.000269097	-0.000295263	4.90E-06	5.16E-05	-0.000419203
TSC22D3	1.41E-05	-4.67E-05	0.001221955	0.000483732	-0.000166646
TSFM	0.00043104	-0.000246944	-0.0001458	8.21E-05	-0.000333236
TSHZ2	-0.000163688	-0.000192845	-4.44E-05	0.000288457	-0.000709107
TSLP	-0.000103228	-9.09E-05	0.000545065	0.000753853	-0.000187449
TSPAN31	0.000123795	-0.000285854	-0.00049229	-4.17E-05	-0.000170813
TTN	0.000143676	0.00037896	-0.000152917	8.42E-05	6.68E-05
TUBA1C	-0.0004937	-0.0001459	0.001259824	0.001203455	-0.000968761
TUBB3	0.001739418	-0.000165833	-0.000279772	0.001055345	0.000213319
TUBB6	-0.000535223	8.31E-05	0.000598696	0.001853245	-0.000912003
TUBGCP3	0.000597876	-0.000148642	3.59E-05	0.00024063	0.000308989
TWIST1	-0.000149453	0.000460609	0.00029568	0.000133036	-0.000523979
TWIST2	-0.000139812	-0.000288603	0.000154888	4.60E-05	-0.00022829
TWSG1	-0.000343774	0.001028624	0.002496356	0.001124737	-0.000657921
TXN	-0.000132327	-0.000257713	0.000196988	0.002755745	-0.000534655
TXNIP	0.002779945	-0.000570365	0.000289383	0.000154779	0.0009107
TYMS	-0.00021567	-0.000554322	0.000631633	0.000174921	-5.18E-05
TYR	-0.000226884	-1.10E-05	-2.19E-05	-1.62E-05	0.000756806
TYRP1	1.38E-05	-1.80E-06	-1.93E-05	6.59E-05	-3.16E-05
UAP1	-4.87E-05	0.000277042	0.002083701	0.000522597	-0.000319577
UBD	9.22E-05	0.000743165	0.000577436	-2.54E-05	-0.000166417
UCHL1	0.000705062	9.84E-05	0.000833717	0.001609116	-0.000484522
UGCG	-2.18E-05	0.001386501	0.000713757	0.001322462	-0.000589804
UGT2B7	3.41E-05	5.00E-05	0.000180311	-5.80E-05	2.41E-06
UGT8	0.000513234	-0.000463508	-0.000492698	-0.000111152	0.004728984
UNC5B	-0.000182393	3.80E-05	0.001613759	0.000160658	-0.000112025
UNC5D	0.000616017	-0.000512883	-0.000472956	0.000486806	-0.000506237
UNCX	0.00028144	1.50E-07	-1.55E-05	-5.71E-06	-0.000141592
UPP1	-0.000295297	0.00045406	0.001816137	0.00052632	-0.000793637
USH1C	5.13E-05	0.001184166	-0.00027237	-0.000124772	9.59E-05
USP53	-0.000310395	-9.00E-05	0.000359725	0.000233632	-0.000650363
USP9Y	0.002740511	-0.000235567	0.000199428	-0.000291654	-0.000223014
UST	0.000240364	0.000939382	-0.000157258	7.96E-05	0.003315644
VAMP5	-0.000563296	0.00076585	-0.000391886	0.001061504	-0.000946941
VAT1L	9.46E-05	-0.000399749	-0.000399369	0.000659196	0.000403626
VCAM1	-0.000240312	0.002152216	0.000264028	0.000851838	-0.00068504
VCAN	0.000866272	0.000625376	-0.000420725	0.000518699	0.003803615
VCL	-0.000454034	0.002665813	3.45E-05	0.00054128	-0.000915769
VEGFA	-0.000587983	-0.000900351	0.005067789	0.000123201	-0.001025987
VGF	0.000562482	-0.000431086	0.000896971	-0.000193441	-0.000214556
VIPR2	0.001156872	-0.000383388	-0.000407971	-8.40E-05	0.003106216
VIT	4.54E-05	1.80E-05	-3.77E-05	-3.91E-05	-4.73E-05
VLDLR	-9.41E-05	-0.000582988	0.001335091	0.000905955	-0.000351694
VMP1	-0.000435122	0.000380493	0.001086371	0.001145344	-0.000843727
VNN1	1.05E-05	4.89E-05	0.000272306	-1.23E-05	-6.10E-05
VSNL1	2.34E-05	-0.000516674	-0.000329063	0.001558082	-0.000309427
VWA1	-0.000115529	-0.000421188	-0.000112156	0.00165908	-0.000448279
VWC2	0.000105616	6.65E-06	-3.46E-05	-0.000214615	2.08E-05
VWF	-2.10E-05	3.36E-05	9.06E-05	-3.76E-06	-6.77E-05
WARS	-0.000256967	0.000537486	0.000933513	-7.77E-05	-0.000686301
WEE1	-9.73E-05	-0.000364306	0.000923441	0.001181015	-0.000740789
WFDC10B	-1.57E-05	-8.79E-06	4.53E-05	-1.38E-05	-1.70E-05
WNT10A	1.11E-05	-0.000128788	0.000707835	-2.07E-05	-0.000100188
WNT16	-5.40E-05	-0.000243871	-0.000193923	0.000138851	-0.000192637
WNT2	-0.000102992	-0.000388462	-0.000121764	0.000126583	-0.000197383
WNT4	0.000368996	-4.47E-05	-4.48E-05	0.000141988	-0.000106568
WNT5A	-0.000170383	0.000946829	-0.00018792	0.001300514	0.000103825
WTAP	3.99E-05	6.83E-05	0.002297336	0.002083387	-0.000414152
WWTR1	-0.000566086	0.000388699	0.000167141	0.001267606	-0.001047022
XAF1	-0.000565646	0.000675717	-0.000183612	-4.41E-05	-0.000945609
XDH	0.000414957	-1.27E-05	-3.29E-06	-1.43E-05	-6.08E-05
XIRP1	-6.42E-05	-8.42E-05	0.000645268	0.000149448	-0.00011027
XKR4	0.00129417	-0.000533793	-0.000634765	-0.000190346	0.001272243
Z85996.2	-1.52E-05	6.78E-05	4.00E-05	-1.66E-05	-2.13E-05
ZC3H12A	-0.000222711	0.000269069	0.000939191	0.001327095	-0.00035326
ZCCHC24	0.000953579	-0.000180632	-0.000711106	0.000458451	0.004118991
ZDHHC22	0.000988279	-0.000553223	-0.000573357	-0.000157473	0.00385139
ZFAND2A	-0.000123387	-0.000216677	0.001183107	0.000131842	-3.71E-05
ZFP36	-0.000361426	0.001343318	-0.000374178	0.002408658	-0.000828238
ZFP36L1	0.000416464	0.001744853	0.001603152	0.000856015	-0.000736694
ZFP36L2	-0.000275264	0.001738108	-3.25E-05	0.001884844	-0.0008234
ZNF385D	0.000513812	-3.33E-05	-0.000287548	0.000857924	-0.000547032
ZNF436	-0.0001884	9.30E-05	-0.000653389	0.000312866	-0.000472481
ZNF536	0.001028485	-0.000101949	-0.000163869	0.00037879	-0.000356226
ZNF804A	0.00010617	-0.000233651	-0.000252123	-0.000105751	0.002234441
