	T-cell	Cancer-1	Cancer-2	Myeloid-1	Cancer-3	Cancer-4	Oligo	Cancer-5	Myeloid-2	Myeloid-3	Myeloid-4	Cancer-6	Giant Cell Cancer	Cycling	Vasculature-2	Other Immune-1	Vasculature-2	Other Immune-2
CD226	0.000895507	-0.000246795	-0.000232407	8.12E-05	-0.000390275	-0.000168279	-0.000170945	-0.000210827	0.000458892	-0.000278728	-0.000193879	-0.000195692	-0.000190387	-0.000241663	-0.000155618	-0.000174803	-0.000150609	0.00015966
FFAR2	-0.000190272	-0.000163729	-0.000180781	-0.000112136	-0.000292792	-0.000141498	-0.000124645	-0.000170571	-0.000245057	0.00095227	0.002338886	-0.000143385	-0.000137676	-4.59E-05	-0.00013134	-0.000206096	-0.000110964	-0.000285609
IFIT1	-0.00014797	0.0002441	-0.000221518	0.000270724	-0.000750954	-0.000169598	0.001208645	0.000255434	-0.000140244	-0.000205309	-2.01E-05	-0.000393267	0.000167604	-7.48E-05	2.49E-05	-0.00024765	0.000466545	-0.000176858
CD27	0.00097873	-0.000219682	-0.00025562	-5.97E-05	-0.000332523	-0.000135024	-0.000167177	-0.00016934	-0.000178272	-0.000527208	-0.000179839	-0.000218237	-0.000157748	-4.74E-05	-0.00014733	0.002444945	-0.000130171	-0.000289122
KCNJ10	-0.000445424	0.000642843	0.001324905	-0.000279318	-0.001013308	-0.000466495	0.002218702	0.000247371	-0.000285825	-0.000442458	-0.000318432	-0.000831321	-0.000257728	-0.000398512	-0.000329429	-0.000475334	-0.000259991	-0.000380587
FGR	-0.000196583	-0.000295768	-0.000291006	-0.00029838	-0.000380175	-0.000255729	-0.000221859	-0.000274531	0.001307815	0.000376218	0.002255993	-0.000250222	-0.000232554	-0.000139503	-0.0002186	-0.000315056	0.000365535	7.87E-05
SLC44A1	-0.000634129	-0.000189146	0.001000996	-0.000240877	-0.000316022	0.000432333	0.002207923	9.02E-05	-3.44E-05	-0.000840161	-0.000439194	-0.000699571	0.00015351	0.000436954	-0.000258688	-0.000181617	5.36E-06	0.000684425
EFHD1	-0.000303066	-0.000328394	-0.000316717	-0.000196745	-0.000492307	-0.000301982	0.002986909	3.56E-05	-0.00022076	-0.000313214	-0.000217877	-0.000241505	-0.000217743	8.62E-06	0.001753742	-0.000264966	-9.69E-05	-0.000297491
SLC18A2	-0.000133584	-9.98E-05	-8.61E-05	-8.26E-05	-0.000144334	-2.86E-05	-5.17E-05	-8.48E-05	-8.66E-05	-0.000123705	-5.19E-05	-0.000120912	-6.97E-05	-6.71E-05	-8.39E-05	-0.000164919	-0.000141984	0.01791498
CCR2	0.000484762	-0.000176374	-0.000207298	-0.000255976	-0.000356305	-5.62E-05	-0.000149387	-0.000133996	0.002114286	-0.001743342	-2.70E-07	-0.000181796	-0.000166438	-6.45E-05	-8.04E-05	0.000645321	-0.000106734	-0.000240176
TBXAS1	-0.000414565	-0.000430325	-0.000436891	0.002017454	-0.00070254	-0.000285874	-0.00033141	-0.00037462	0.001216964	0.000241514	0.000517198	-0.000375386	-0.000326184	-0.00017867	-0.000292979	4.29E-06	-0.000203979	0.000110847
STAT4	0.001230349	-0.00025078	-0.000256108	-0.00021413	-0.000347466	-0.000108129	-0.000178322	-0.000211614	-5.63E-05	-9.94E-05	-0.000167827	-0.000212966	-0.000148233	-5.76E-05	-8.65E-05	-0.000477948	-0.000110372	-0.000239777
SSH2	0.000303355	-0.000485184	-0.000230647	0.000995262	-0.00078248	-0.000274689	-4.91E-05	-0.000400298	0.000137241	-0.000137806	0.001541424	1.30E-05	-0.000183969	-3.74E-05	-0.000231357	-0.000209567	-0.000145846	-0.000434124
CMTM2	-0.000151455	-0.000135683	-0.00013107	-3.94E-05	-0.00023378	-0.000105482	-9.73E-05	-0.000116188	-0.000423592	-0.000102004	0.00321451	-0.00011724	-8.80E-05	-2.78E-05	-9.59E-05	-0.000129711	-6.74E-05	-0.000343136
TDO2	-0.000180603	-0.00024366	-0.000202723	-0.000125958	-0.000361056	-0.000410527	-0.000133306	-1.05E-05	-0.000178623	-0.000181553	-0.000122395	-0.000181259	0.005600144	0.000326909	-0.001024148	-0.000225113	-0.000279044	-0.000126792
HAPLN1	-0.000249499	0.000384583	0.001895755	-0.000136432	-0.000458021	-0.000239623	-0.000218334	-0.000286351	-0.000130641	-0.000312871	-0.000177876	-0.000396275	-0.000135799	-4.63E-05	-0.000190952	-0.000402159	0.000704127	-0.000230981
SLC12A2	-0.00044443	-1.66E-05	-5.31E-05	-0.000286282	0.000296996	0.000199158	0.002394257	-0.000376325	-0.000296069	-0.000575987	-0.000399709	-0.00021733	0.000111422	0.000445041	0.000344481	-0.00033691	0.000725478	-0.000315161
CD40LG	0.000809973	-0.000159953	-0.00012628	-9.13E-05	-0.000222675	-0.000105541	-0.000124002	-0.000131326	-0.000176447	-0.000109002	-0.000118945	-0.000122567	-0.000106745	-0.000260316	-9.07E-05	-4.17E-05	-0.00010458	-0.000202774
RDH10	-0.000347075	0.0002078	-0.000399468	-0.000303405	0.000738672	0.001375389	-0.000338542	0.000795372	-0.000250801	-0.000199531	-0.000308035	-0.000366661	0.000492837	9.87E-05	-0.000119547	-0.000201647	-0.000198045	-6.04E-06
CXCL12	-0.000258795	-0.000270543	-0.000120005	0.00100479	-0.00061136	0.000636592	-0.000228328	-0.000195633	-0.000185121	-0.000452742	-0.000189198	-0.000177432	0.000581481	-0.000733303	0.001151085	-7.86E-05	0.001890311	-0.000276113
NPC2	-0.000665806	-0.000379749	-0.000723646	0.00137472	-0.000620678	0.00016675	8.84E-05	6.08E-05	0.002094254	0.000218361	-0.000441432	-0.000734627	0.000265248	-0.000239602	-0.000334703	0.000328156	-8.90E-05	-0.000160082
FCAR	-0.000226745	-0.000179333	-0.000181716	-7.30E-05	-0.000251639	-0.000151492	-0.000152547	-0.000153544	-0.000159863	0.000526705	0.002841036	-0.00016998	-0.000157267	-4.45E-05	-0.000133405	-0.000237975	-0.000131248	1.97E-05
ANKRD22	-0.000242795	-0.000274061	-0.000259453	0.002278817	-0.000403622	-0.000200189	-0.000198203	-0.00021834	-0.000305159	-0.000351541	0.000466482	-0.000257791	-0.00020335	2.80E-05	-0.000193754	-3.28E-05	-0.000173306	-0.000133256
DDX3Y	0.00040798	-0.000797866	-0.0001472	8.33E-05	-0.000876982	2.52E-05	-0.000136811	-0.000678291	-0.000282251	0.00173332	5.52E-05	0.000337756	0.001378115	8.47E-05	-0.000599538	0.000602584	-0.000238079	0.00063082
RRAD	-0.000318418	-0.000615123	-0.000349271	-0.000508216	0.000103514	0.000704307	-0.000233918	0.0002693	-0.000334128	0.001658993	-0.00027696	9.96E-05	0.001052672	0.000234899	0.001278939	-0.000226431	-0.000176224	0.000516274
LAX1	0.000676234	-7.64E-05	-0.00029969	-0.000129067	-0.000343496	-0.000158128	-0.000182179	-0.00019346	-0.000202411	-0.000278058	-0.000191862	-0.00025634	-0.00017129	-6.59E-05	-0.000155258	0.003207071	-0.000168339	0.003661042
DSE	-0.000556395	-0.000606191	-0.000388818	0.000913239	-0.000898626	0.000147237	-0.000415706	-0.000380343	0.001989198	0.001222855	-0.000226374	-0.00035432	0.000987975	-0.00013366	6.26E-05	-0.000587739	-0.000294032	-0.000239532
PLCB2	0.000292108	-0.000441728	-0.000443275	0.001666191	-0.000735197	-0.000256752	-0.000356794	-0.000360049	0.000828945	-0.000396337	0.000497267	-0.000253027	-0.000333698	-0.000325109	-0.000278062	-0.000291119	-0.000252172	0.000291658
SPOCD1	-0.000382724	-0.000408347	-0.000518797	-0.000202349	0.001199766	0.002683962	-0.000308122	0.001058954	-0.0002702	-0.00060932	-0.00027431	-0.000472899	-0.000293572	-0.00018389	-0.000429543	-0.000400919	-0.000320594	-0.00035081
FERMT1	-0.000291653	-0.000620918	0.003064115	-0.000195836	-0.000468311	0.000124589	-0.000242576	-0.000203514	-0.000170271	-0.000254072	-0.000207153	-0.000860409	4.09E-05	-0.000149345	-0.000123724	-0.000484624	-0.000140273	-0.000222992
ELAVL4	-0.000316881	-5.97E-05	0.001670776	-0.000162316	-0.000594244	-0.000291304	-0.000310774	-0.000259639	-0.000215513	-0.000289855	-0.000232454	0.003504775	-0.000232529	-0.000213884	-0.000226829	-0.000137836	-0.000207586	-0.000239916
LAMA2	-0.00033753	0.000205828	-0.000443143	-0.000181373	-0.000667824	0.002436735	-0.000121942	1.73E-06	-0.000235344	-0.000500447	-0.000243437	-0.000359087	0.00085102	-0.000507013	0.001354978	-0.00025831	0.000430809	-0.000284924
LUZP2	-0.000236822	-0.000553781	0.002716229	-0.0001471	-0.000469079	-0.00018444	-0.000149682	0.000156626	-0.000178463	-0.000196401	-0.000177016	-0.000750669	-7.86E-05	-0.000171491	-9.01E-05	-7.12E-05	-0.000128342	-0.000179091
SLC39A14	-0.000445558	-0.000636483	-0.000423405	-0.000288077	0.002825265	0.001002602	-0.00040591	0.001148857	-0.000380078	-0.000487805	-0.000371413	-0.000303816	0.001211628	-0.000111954	-0.000371391	-0.00031041	-0.000332426	-0.000231185
TXK	0.000896341	-0.00017101	-0.000147991	-9.82E-05	-0.000255746	-0.000109768	-0.000123386	-0.000161488	-0.000157392	-0.000184973	-9.04E-05	-9.51E-05	-0.000113858	-0.0002582	-0.000112332	-0.000111335	-9.12E-05	-3.02E-05
DGKA	0.001058608	-0.000292726	-0.000209897	0.000286335	-0.000465644	-3.55E-05	-0.000278137	-0.000200764	1.42E-05	-0.000537939	-4.05E-05	-0.000213584	-0.000141722	-0.000329151	-8.79E-05	-4.98E-05	9.57E-07	-0.000158649
IL16	0.000851552	-0.000366066	-0.000384855	0.000532346	-0.000555486	-0.00022784	-0.000286311	-0.000305026	0.00052533	-0.000848817	0.00062355	-0.000312887	-0.000125346	-0.000169957	-0.000200854	0.000656442	-0.000141789	0.000162885
IFNG	0.000739288	-0.000160672	-0.000162985	-0.000139927	-0.000224166	-9.39E-05	-0.000102528	-9.60E-05	-0.000176322	0.00010991	-0.000118228	-0.000216089	-0.000120111	0.000389016	-7.43E-05	-0.000241259	-8.19E-05	-0.00022778
NEFL	-0.000133086	-0.00053556	-7.48E-05	-9.21E-05	-0.000662037	0.003140106	-0.000159235	-0.000687587	-0.000148285	-0.000230852	-0.000150494	0.00040703	-0.000169419	-0.000287378	-0.000194015	-0.000157828	-0.000165089	-0.000147642
MMP11	-0.000170326	-0.000145613	-0.000189086	-7.22E-05	-0.000430523	-0.00027488	-0.000121186	-0.000135339	-0.000148471	-0.000326439	-0.000126789	-0.000167439	0.005225363	1.28E-05	-0.000527511	-0.000167533	-0.000226708	-6.50E-05
EVI2A	0.000303199	-0.00077049	-0.00033722	0.000807668	-0.000987311	-0.000537185	0.001662356	-0.000565086	0.000644448	0.000142878	0.000248452	-0.000690068	0.000291053	-0.00014991	-0.000607417	-0.000145636	-0.000428959	8.52E-05
RARRES1	-0.000232456	-0.000391974	-0.000196053	-4.60E-05	-0.001088876	0.00332036	-0.000179191	-0.00030314	-3.76E-05	-0.000332367	-0.000176832	-0.000191898	0.000193514	-8.05E-05	-0.000154964	-0.000235758	-0.000178256	0.00015389
IL1RL1	-7.58E-05	-0.000137785	-0.000117087	-0.000127615	-3.08E-05	-6.40E-05	-9.13E-05	-7.05E-05	-0.00014658	3.37E-05	-8.13E-05	-0.000146054	2.92E-05	-9.17E-05	7.97E-05	-0.000231093	-2.16E-05	0.015730762
TMEM154	4.30E-05	-4.81E-05	-0.000368867	0.000126333	-0.000505189	0.000542699	-0.000273445	-0.000318047	-0.000249316	-0.000383853	0.002656407	-0.000328893	-6.02E-05	8.66E-05	-0.000287629	0.0001389	-0.000110296	0.001277941
P2RY13	-0.000291354	-0.000299088	-0.000310343	0.002013413	-0.000527819	-0.00021206	-0.000231023	-0.000261083	-6.10E-05	-5.73E-05	0.001019804	-0.000257638	-0.000239267	-0.000144666	-0.000164912	-0.000224603	-0.000160291	-7.89E-05
NKG7	0.001031482	-0.000203621	-0.000213496	-0.000147193	-0.000302984	-0.000137954	-0.000130167	-0.000142087	-9.13E-05	-0.000143303	-6.43E-05	-0.000230235	-0.00015671	0.000260131	-0.000118901	-0.0004559	-9.20E-05	-7.07E-05
BCL2	0.001146585	-0.000432164	-0.000276073	0.000231615	-0.000760229	-0.000329716	6.98E-05	-3.27E-05	-8.50E-05	0.000240224	-0.000431009	-0.000296455	-0.000207047	1.40E-05	0.000198801	-0.000175898	-0.000278477	2.14E-05
PODXL	-0.000408336	0.000731201	-9.72E-05	-0.000232274	-0.000233082	0.000568739	-0.000303394	0.001389257	-0.000264583	-0.000613549	-0.00025039	-0.000134837	-0.000441532	-9.34E-05	-0.000405769	-0.000392171	0.003165245	-0.000371348
TNFRSF10C	-0.000218159	-0.000134436	-0.000235236	6.17E-05	-0.000365351	0.000238559	-0.000160776	-0.000154864	-0.000414929	-0.000146963	0.00342723	-0.000180003	-0.000174921	-0.000128284	-0.000133459	-0.000216804	0.000236631	-0.000325978
CASS4	0.000135887	-0.000309346	-0.000314356	0.000683328	-0.000551344	-0.000262293	-0.00024112	-0.000295258	0.000130937	0.000810821	0.001299256	-0.000230082	-0.000225528	-0.000376675	-0.000209065	-0.000262172	-0.000144625	-0.000119881
KNL1	-0.000238161	-0.000344234	-0.000333892	-0.00012316	-0.000516188	-0.000234052	-0.000227815	-0.000228371	-0.00012793	-0.000289504	-0.00019533	0.000324649	-0.000418209	0.010516446	-0.000142791	-0.000244806	-0.000129258	-0.000177511
RNF149	0.000136233	-0.000564112	-0.000540119	0.000505043	-0.000725312	-5.35E-05	-0.000311568	-0.000548349	0.000943859	0.000608004	0.002162031	-0.000491849	0.00017534	-0.000345728	-0.000367137	-3.59E-05	-0.000220688	-0.000429598
KCNMB4	-0.000406901	-0.00015855	-0.000227281	-0.000201703	-0.000269706	0.000448757	0.002651809	0.000177335	-0.000272652	-0.000436548	-0.000294708	0.000149401	-0.000291934	-9.16E-05	-0.000219421	-0.000402427	0.000121159	-0.00034509
C16orf54	0.000735611	-0.000260588	-0.000275674	2.59E-06	-0.000406595	-0.000196609	-0.000195087	-0.000212171	-0.000180345	-5.61E-05	0.000801611	-0.000238157	-0.000191795	-0.000141941	-0.000176258	0.001209677	-0.000169556	0.000450513
INSM1	-0.000366638	1.04E-05	0.000551059	-0.000285394	-0.000252301	0.000414249	-0.000315748	-0.000403343	-0.000266417	-0.000176614	-0.000247179	0.004280526	-0.000270406	0.000677565	-0.000320714	-0.000306087	-0.000238797	-0.000287453
KIF5C	-0.000543716	0.00021394	0.000840852	-0.000406434	-1.83E-05	-1.82E-06	0.001613168	0.00011448	-0.000468478	-0.000731992	-0.000456521	0.002453846	-0.000514513	2.43E-05	-0.00040189	-0.000531791	9.86E-05	-0.000510659
EZR	0.001141164	-0.000481702	-0.000805762	-0.000247229	-0.000387526	-0.00055387	-0.00072953	0.000747607	-8.58E-05	0.001176557	-0.000594016	-7.89E-05	0.00047314	0.000967893	-0.000332824	0.000829989	-0.000212714	0.000171666
KRT86	0.000556835	-0.000105142	-0.000113114	-0.000113215	-0.00015764	-7.25E-05	-5.63E-05	-8.94E-05	-0.000101226	4.63E-05	-9.43E-05	-0.000123105	-0.000103057	0.000186502	-7.82E-05	-0.000271041	-5.37E-05	7.29E-05
DYSF	-0.000259435	-0.000299388	-0.000218361	-0.000126464	-0.000333954	-0.000214018	7.95E-05	-1.76E-05	0.000285165	-0.000244854	0.002697227	-0.000248098	-0.000102772	3.18E-05	-7.79E-05	-0.00029013	0.001355352	-0.000186728
ATP2A3	0.000920711	-0.000305737	-0.000310637	-0.000205347	-0.000423629	-0.000194614	-0.000207041	-0.000227329	-6.72E-05	-0.000270978	0.000406747	-0.00029981	-0.000205987	0.000236448	-3.38E-05	0.001529334	3.06E-05	0.001516442
DLL1	-0.000256754	-5.91E-05	0.002530233	-0.000272133	-0.000591414	-0.000229633	0.000159367	-0.00047452	-0.000234768	-5.41E-05	-0.000255123	-0.000396603	3.52E-05	-0.000326472	-0.000203612	-0.000160233	0.000157654	-0.000244521
ADAM8	0.000203935	-0.000325734	-0.000238944	-0.000510958	-0.000150433	-0.000258643	-0.000205342	-0.000248611	0.001216804	0.000288445	0.001487217	-0.00022398	-0.000158062	-0.000217621	-0.000190778	-0.000255674	-0.000172437	-0.000100349
KCNJ15	-0.000211471	-0.000196738	-0.000208684	-0.000195817	-0.000338845	-0.000258897	-0.000150276	-0.000179213	0.00052395	-0.000729975	0.002700257	-0.000202456	0.001717643	3.16E-05	-0.000459362	-0.000257266	-9.37E-05	-0.000341402
COTL1	0.000467599	-0.000245031	-0.000476309	0.000600253	-0.00083244	-0.000214276	-0.000582776	-0.000510385	0.001238489	0.000217539	0.00087096	-0.000567814	-0.000106829	0.000699076	-0.000321975	-0.000657566	9.16E-05	-0.000103343
ALOX5	-0.000376014	-0.000366542	-0.000381769	0.000820248	-0.000566167	-0.000239466	-0.000281978	-0.000308127	0.002208495	-0.000640419	0.00147129	-0.000326293	-0.000285322	-0.000264736	-0.000246156	-0.0002096	-0.00019687	0.001963085
ADAM28	-0.000364977	-0.000399057	-0.000411883	0.00232261	-0.00054994	-0.000320677	-0.000306638	-0.000356109	0.000721475	0.000306559	-0.00023244	-0.000331174	-0.000318356	-0.000267361	-0.000276286	0.000596999	-0.000195859	-0.000220754
ITGAM	-0.000306461	-0.00040075	-0.00038603	0.001004417	-0.000505889	-0.000207374	-0.000295405	-0.00031382	0.00200159	-0.0006852	0.001436353	-0.000363736	-0.000282374	7.86E-06	-0.000237385	-0.000513684	-0.000213971	0.000595009
SLC1A3	-0.000992292	0.002001946	-0.000154283	0.001443588	0.000109978	0.000573809	-8.00E-05	0.000922765	-0.000487498	-0.000760912	-0.00070648	-0.001179259	-8.87E-05	-0.000170621	-0.000540105	-0.000862584	-0.0005413	-0.000824259
PRELP	-0.000226393	0.001824121	-0.000306824	-0.000211018	-0.001108126	-0.000467621	-0.000176677	-9.53E-05	-0.000174665	5.82E-06	-0.000183035	-0.000271698	0.000456943	-0.000644902	0.003228055	-0.000118779	-2.32E-05	-0.000187492
LILRB4	-0.000401169	-0.000385981	-0.00040257	0.002601543	-0.000497412	-0.000274463	-0.00030022	-0.000346176	0.001073588	-0.000318179	-0.000278669	-0.000335612	-0.000274493	-0.000216323	-0.00025209	-0.000256527	-0.000237584	-0.000331557
AZGP1	-0.000272371	-0.000125551	-0.000126168	-0.000313547	0.00034625	0.002309681	7.55E-05	-0.000192503	-0.000209679	8.17E-05	-0.000211012	-0.000312849	-0.00040056	-0.000378711	-0.000182705	-0.000257264	-0.000168272	-0.000213734
LDHA	-7.83E-05	0.000208534	-0.001338225	-0.000512273	0.002311636	0.000365532	-0.000796027	0.00047411	0.000719287	7.58E-05	-0.000527509	-0.000414299	0.000749175	0.00165699	-0.000176648	-0.001037624	-3.28E-05	-0.000314912
LOXL2	-0.000296012	-0.000309244	-0.000324578	-0.000174592	0.001307135	7.23E-05	-0.000232641	-0.000365799	-0.000256922	-0.000500071	-0.000213305	-0.000347235	0.004180462	7.06E-05	-3.33E-05	-0.000315736	0.00052188	-0.000274304
USP53	-0.000228864	-0.000270054	-0.000574474	0.001803412	-0.0002326	0.000365386	-0.000266351	-0.000308788	-0.000429063	0.000792533	-0.000401199	-0.000379692	-7.93E-05	-0.00038373	0.000187127	-1.61E-05	0.000536906	7.71E-05
TNFSF14	0.000559558	-0.000214137	-0.000204754	-0.000210731	-0.000231923	-0.000118702	-0.000140582	2.95E-05	1.50E-05	8.44E-05	0.000706522	-0.000197191	-0.000115589	5.82E-05	-0.000127946	-0.000432076	-0.000111427	4.65E-05
IER2	-0.00030802	-0.000744923	0.000347658	0.000116933	-0.000736637	0.000300245	2.73E-06	-2.27E-06	-0.001032069	0.003082221	-8.65E-05	-0.000460673	0.00011903	3.70E-05	0.000635339	0.000680937	0.000506578	0.000758436
SMC4	-3.47E-05	0.000348467	-0.000568989	-0.000156547	-0.000610558	0.000498119	-0.000366748	-0.000436794	-0.000130315	-0.000630966	-0.000386304	0.000432458	0.000535315	0.006803672	-0.000205127	-0.000215703	-0.000102769	4.82E-05
IFITM3	-0.000596888	0.000511367	-0.000874535	-0.000256937	-0.00063121	-0.000247559	-0.000394614	0.001705299	0.000216	0.000610755	0.000299781	-0.000642645	0.001721044	-0.000391113	0.001589418	-0.000687356	0.001548341	-0.000141579
BIN1	-3.17E-05	-0.000645234	-0.000123292	0.001866634	-0.000737943	8.37E-05	0.001583247	-0.0004949	-0.000399995	-0.000374347	-0.000470653	-0.000172873	-0.000148531	-0.000138732	-0.000348869	-0.00040547	-0.00019739	-0.000536916
SFRP4	-0.000256847	4.35E-05	-0.000284745	-0.00013396	-0.000629965	0.001165173	-0.000213206	0.000427735	-0.000205723	-0.000340169	-0.000187976	-6.03E-05	0.002199351	-0.000271791	0.000330702	-0.000167163	-0.000136284	-0.000242986
ARL4C	0.000947898	-0.000106232	-0.000423753	-0.000363941	0.00087689	0.000487724	-0.000786713	-0.000157488	0.000245093	0.000394493	-0.000845545	2.72E-05	0.000805518	-0.000649662	-0.00095445	-0.000660092	-0.000712939	-0.000685025
RBP1	-0.000507178	0.00147345	-0.000647312	-0.000383476	-0.000948751	0.001822827	7.07E-06	-0.000246899	-0.000271977	-0.000305235	-0.000368146	0.001185792	0.000181245	0.000286736	0.000280735	-0.000416412	0.000200174	-0.000394065
CFD	-0.000315639	-0.000289243	-0.000313476	0.000756975	-0.000443181	-0.00024049	-0.000229934	-0.000152222	0.001439945	0.00076	0.000237733	-0.000147241	-0.000164921	-0.000467321	-0.000174839	-0.000487559	-0.000155281	-0.000419832
CTSW	0.000987648	-0.000182844	-0.000202282	-0.00017037	-0.000271953	-0.000140832	-0.000127537	-0.000158663	-0.000160194	-5.15E-07	-0.000140045	-0.000208182	-0.000119981	0.000120847	-0.000106817	-0.000362089	-0.000102802	0.00027001
MYT1L	-0.000118188	-0.000320689	0.000604416	-0.000100677	-0.000193623	-9.89E-05	-0.000151038	-0.000198085	-6.87E-05	-0.000127406	-8.62E-05	0.003166806	-7.07E-05	-0.000850367	-0.000125583	-0.000172826	-8.87E-05	-6.07E-05
PTGER2	0.000732808	-0.000280485	-0.000287938	-0.000408204	-0.00046309	-0.000223116	-0.000209726	-0.000268476	0.000257109	0.001505733	-0.000168704	-0.000219836	7.00E-05	-0.000235764	-0.000225489	-0.000533046	-0.000202758	7.97E-05
THSD7A	-0.000418114	0.000599762	0.001161466	-0.000276036	-0.000813568	4.03E-05	-0.00036921	0.000470569	-0.000266006	-0.000425457	-0.000288675	0.002761557	-0.000226937	-0.000344153	-0.000354858	-0.000427943	0.000509447	-0.000313719
HK2	-0.000362537	-0.000610727	-0.000407336	0.000527172	0.002081541	-0.000293133	-0.000318985	-0.000377928	8.51E-05	0.000442734	0.000452204	-3.46E-05	0.000494371	-8.69E-05	-0.000363808	-0.000258984	-0.000303321	0.000870667
SHD	-0.000344665	-0.000170958	0.002672724	-0.000269596	-0.000680863	-0.000303892	-0.000289188	-0.000381215	-0.000191278	-0.000199343	-0.000248474	0.001025602	-0.000263058	0.000692221	-0.000207647	-0.000359851	-0.000198713	-0.000215049
SELPLG	0.000545427	-0.00040127	-0.000424413	0.001462557	-0.000604056	-0.000255013	-0.000306495	-0.00032895	0.000282334	-0.000670467	0.000829953	-0.000370536	-0.000268955	-0.000109007	-0.000256854	-1.34E-05	-0.000220765	-0.000201983
TM4SF18	-0.000161337	-0.000191709	-0.000152515	-0.000113809	-0.000241793	-0.000122505	-0.000112596	-0.000101808	-0.000109511	-0.000145696	-0.000114484	-0.000171176	-2.56E-05	-2.33E-05	-0.000179471	-0.000145824	0.006220702	-0.000191207
